year,month,DWELLING_TYPE,consumption_GWh
2018,Annual,Private Apartments and Condominiums,1974.9
2018,Annual,Landed Properties,1012.9
2018,Annual,Others,22.2
2019,1,Overall,591.2
2019,2,Overall,610.6
2019,3,Overall,595.2
2019,4,Overall,650.1
2019,5,Overall,667.4
2019,6,Overall,689.3
2019,7,Overall,644.4
2019,8,Overall,663.8
2019,9,Overall,685.1
2019,10,Overall,661.8
2019,11,Overall,636.5
2019,12,Overall,586
2019,1,Public Housing,343.3
2019,2,Public Housing,355.9
2019,3,Public Housing,340.8
2019,4,Public Housing,374.6
2019,5,Public Housing,385.8
2019,6,Public Housing,400.4
2019,7,Public Housing,379
2019,8,Public Housing,389.5
2019,9,Public Housing,397.2
2019,10,Public Housing,380.1
2019,11,Public Housing,367.4
2019,12,Public Housing,340.1
2019,1,1-room / 2-room,11.5
2019,2,1-room / 2-room,11.7
2019,3,1-room / 2-room,11.2
2019,4,1-room / 2-room,12.3
2019,5,1-room / 2-room,12.8
2019,6,1-room / 2-room,13.4
2019,7,1-room / 2-room,12.8
2019,8,1-room / 2-room,13.2
2019,9,1-room / 2-room,13.3
2019,10,1-room / 2-room,13
2019,11,1-room / 2-room,12.8
2019,12,1-room / 2-room,12
2019,1,3-room,61.1
2019,2,3-room,62.3
2019,3,3-room,59.6
2019,4,3-room,66.2
2019,5,3-room,68.3
2019,6,3-room,70.3
2019,7,3-room,66.4
2019,8,3-room,68.8
2019,9,3-room,69.6
2019,10,3-room,66.6
2019,11,3-room,64.5
2019,12,3-room,60
2019,1,4-room,143.3
2019,2,4-room,148.5
2019,3,4-room,141.9
2019,4,4-room,155.8
2019,5,4-room,160.7
2019,6,4-room,167
2019,7,4-room,158.5
2019,8,4-room,162.6
2019,9,4-room,165.6
2019,10,4-room,158.4
2019,11,4-room,153.4
2019,12,4-room,141.8
2019,1,5-room and Executive,127.4
2019,2,5-room and Executive,133.4
2019,3,5-room and Executive,128
2019,4,5-room and Executive,140.2
2019,5,5-room and Executive,144
2019,6,5-room and Executive,149.6
2019,7,5-room and Executive,141.3
2019,8,5-room and Executive,145
2019,9,5-room and Executive,148.6
2019,10,5-room and Executive,142.1
2019,11,5-room and Executive,136.7
2019,12,5-room and Executive,126.2
2019,1,Private Housing,245.9
2019,2,Private Housing,252.7
2019,3,Private Housing,252.3
2019,4,Private Housing,273.4
2019,5,Private Housing,279.5
2019,6,Private Housing,286.7
2019,7,Private Housing,263.5
2019,8,Private Housing,272.2
2019,9,Private Housing,285.8
2019,10,Private Housing,279.6
2019,11,Private Housing,267.2
2019,12,Private Housing,244
2019,1,Private Apartments and Condominiums,161.2
2019,2,Private Apartments and Condominiums,165.9
2019,3,Private Apartments and Condominiums,166.2
2019,4,Private Apartments and Condominiums,181.8
2019,5,Private Apartments and Condominiums,188.3
2019,6,Private Apartments and Condominiums,193.1
2019,7,Private Apartments and Condominiums,176.4
2019,8,Private Apartments and Condominiums,181.4
2019,9,Private Apartments and Condominiums,190.2
2019,10,Private Apartments and Condominiums,187
2019,11,Private Apartments and Condominiums,179
2019,12,Private Apartments and Condominiums,163.4
2019,1,Landed Properties,84.6
2019,2,Landed Properties,86.8
2019,3,Landed Properties,86.2
2019,4,Landed Properties,91.5
2019,5,Landed Properties,91.3
2019,6,Landed Properties,93.6
2019,7,Landed Properties,87.1
2019,8,Landed Properties,90.8
2019,9,Landed Properties,95.5
2019,10,Landed Properties,92.6
2019,11,Landed Properties,88.2
2019,12,Landed Properties,80.6
2019,1,Others,2
2019,2,Others,2
2019,3,Others,2.1
2019,4,Others,2.1
2019,5,Others,2.1
2019,6,Others,2.1
2019,7,Others,2
2019,8,Others,2.1
2019,9,Others,2.1
2019,10,Others,2.1
2019,11,Others,1.9
2019,12,Others,1.9
2019,Annual,Overall,7681.4
2019,Annual,Public Housing,4454.1
2019,Annual,1-room / 2-room,150
2019,Annual,3-room,783.7
2019,Annual,4-room,1857.5
2019,Annual,5-room and Executive,1662.5
2019,Annual,Private Housing,3202.8
2019,Annual,Private Apartments and Condominiums,2133.9
2019,Annual,Landed Properties,1068.8
2019,Annual,Others,24.5
2020,1,Overall,563.2
2020,2,Overall,597.1
2020,3,Overall,618.3
2020,4,Overall,667.7
2020,5,Overall,661.9
2020,6,Overall,868.1
2020,7,Overall,885
2020,8,Overall,714
2020,9,Overall,678.8
2020,10,Overall,656.3
2020,11,Overall,673.8
2020,12,Overall,660.4
2020,1,Public Housing,328.2
2020,2,Public Housing,346.8
2020,3,Public Housing,354.5
2020,4,Public Housing,383.3
2020,5,Public Housing,381.8
2020,6,Public Housing,501.6
2020,7,Public Housing,515.1
2020,8,Public Housing,415.7
2020,9,Public Housing,396.6
2020,10,Public Housing,384.2
2020,11,Public Housing,394.8
2020,12,Public Housing,383.4
2020,1,1-room / 2-room,11.6
2020,2,1-room / 2-room,12.1
2020,3,1-room / 2-room,12.3
2020,4,1-room / 2-room,13.3
2020,5,1-room / 2-room,13.7
2020,6,1-room / 2-room,17.3
2020,7,1-room / 2-room,18.1
2020,8,1-room / 2-room,15.3
2020,9,1-room / 2-room,14.8
2020,10,1-room / 2-room,14.4
2020,11,1-room / 2-room,15.1
2020,12,1-room / 2-room,14.7
2020,1,3-room,58.1
2020,2,3-room,61.2
2020,3,3-room,62
2020,4,3-room,66.8
2020,5,3-room,67.4
2020,6,3-room,86.8
2020,7,3-room,87.1
2020,8,3-room,72.9
2020,9,3-room,68.7
2020,10,3-room,66.1
2020,11,3-room,68.9
2020,12,3-room,66.5
2020,1,4-room,137.7
2020,2,4-room,144.9
2020,3,4-room,148.1
2020,4,4-room,160.6
2020,5,4-room,160.2
2020,6,4-room,209.2
2020,7,4-room,215.2
2020,8,4-room,173.3
2020,9,4-room,165.7
2020,10,4-room,160.5
2020,11,4-room,165.2
2020,12,4-room,159.9
2020,1,5-room and Executive,120.8
2020,2,5-room and Executive,128.6
2020,3,5-room and Executive,132.1
2020,4,5-room and Executive,142.6
2020,5,5-room and Executive,140.6
2020,6,5-room and Executive,188.2
2020,7,5-room and Executive,194.8
2020,8,5-room and Executive,154.2
2020,9,5-room and Executive,147.4
2020,10,5-room and Executive,143.2
2020,11,5-room and Executive,145.7
2020,12,5-room and Executive,142.3
2020,1,Private Housing,233.2
2020,2,Private Housing,248.4
2020,3,Private Housing,261.9
2020,4,Private Housing,282.4
2020,5,Private Housing,278
2020,6,Private Housing,364.3
2020,7,Private Housing,367.7
2020,8,Private Housing,296.4
2020,9,Private Housing,280.4
2020,10,Private Housing,270.3
2020,11,Private Housing,277.1
2020,12,Private Housing,275.1
2020,1,Private Apartments and Condominiums,153.4
2020,2,Private Apartments and Condominiums,162.2
2020,3,Private Apartments and Condominiums,173.6
2020,4,Private Apartments and Condominiums,186
2020,5,Private Apartments and Condominiums,182.5
2020,6,Private Apartments and Condominiums,251.9
2020,7,Private Apartments and Condominiums,258.1
2020,8,Private Apartments and Condominiums,198.4
2020,9,Private Apartments and Condominiums,186.7
2020,10,Private Apartments and Condominiums,180.3
2020,11,Private Apartments and Condominiums,185.6
2020,12,Private Apartments and Condominiums,185.1
2020,1,Landed Properties,79.8
2020,2,Landed Properties,86.2
2020,3,Landed Properties,88.3
2020,4,Landed Properties,96.4
2020,5,Landed Properties,95.5
2020,6,Landed Properties,112.5
2020,7,Landed Properties,109.7
2020,8,Landed Properties,97.9
2020,9,Landed Properties,93.7
2020,10,Landed Properties,90
2020,11,Landed Properties,91.4
2020,12,Landed Properties,90
2020,1,Others,1.8
2020,2,Others,1.8
2020,3,Others,1.8
2020,4,Others,2
2020,5,Others,2.1
2020,6,Others,2.2
2020,7,Others,2.1
2020,8,Others,2
2020,9,Others,1.8
2020,10,Others,1.8
2020,11,Others,1.9
2020,12,Others,1.8
2020,Annual,Overall,8244.6
2020,Annual,Public Housing,4786
2020,Annual,1-room / 2-room,172.7
2020,Annual,3-room,832.5
2020,Annual,4-room,2000.5
2020,Annual,5-room and Executive,1780.5
2020,Annual,Private Housing,3435.2
2020,Annual,Private Apartments and Condominiums,2303.8
2020,Annual,Landed Properties,1131.4
2020,Annual,Others,23.1
2021,1,Overall,620.6
2021,2,Overall,591.9
2021,3,Overall,593.8
2021,4,Overall,670.8
2021,5,Overall,712.3
2021,6,Overall,780.4
2021,7,Overall,751.2
2021,8,Overall,763.4
2021,9,Overall,701.7
2021,10,Overall,684.3
2021,11,Overall,708.6
2021,12,Overall,698.6
2021,1,Public Housing,363.3
2021,2,Public Housing,346.7
2021,3,Public Housing,344.3
2021,4,Public Housing,389.7
2021,5,Public Housing,411.8
2021,6,Public Housing,452.3
2021,7,Public Housing,435.8
2021,8,Public Housing,443.5
2021,9,Public Housing,411.9
2021,10,Public Housing,402.1
2021,11,Public Housing,413.4
2021,12,Public Housing,408.9
2021,1,1-room / 2-room,14.2
2021,2,1-room / 2-room,13.2
2021,3,1-room / 2-room,13.1
2021,4,1-room / 2-room,14.8
2021,5,1-room / 2-room,15.8
2021,6,1-room / 2-room,17.3
2021,7,1-room / 2-room,16.7
2021,8,1-room / 2-room,17.3
2021,9,1-room / 2-room,16.2
2021,10,1-room / 2-room,15.7
2021,11,1-room / 2-room,16.2
2021,12,1-room / 2-room,16.1
2021,1,3-room,62.7
2021,2,3-room,59.7
2021,3,3-room,60.5
2021,4,3-room,68.1
2021,5,3-room,71.6
2021,6,3-room,78.2
2021,7,3-room,74.4
2021,8,3-room,75.7
2021,9,3-room,70.7
2021,10,3-room,69.7
2021,11,3-room,70.8
2021,12,3-room,69.7
2021,1,4-room,151.7
2021,2,4-room,145.1
2021,3,4-room,144
2021,4,4-room,163.1
2021,5,4-room,172.3
2021,6,4-room,188.8
2021,7,4-room,182.1
2021,8,4-room,185.3
2021,9,4-room,172.1
2021,10,4-room,168.2
2021,11,4-room,172.9
2021,12,4-room,171
2021,1,5-room and Executive,134.8
2021,2,5-room and Executive,128.7
2021,3,5-room and Executive,126.6
2021,4,5-room and Executive,143.7
2021,5,5-room and Executive,152
2021,6,5-room and Executive,168
2021,7,5-room and Executive,162.5
2021,8,5-room and Executive,165.2
2021,9,5-room and Executive,152.9
2021,10,5-room and Executive,148.4
2021,11,5-room and Executive,153.5
2021,12,5-room and Executive,152.1
2021,1,Private Housing,255.6
2021,2,Private Housing,243.5
2021,3,Private Housing,247.8
2021,4,Private Housing,279.3
2021,5,Private Housing,298.6
2021,6,Private Housing,326.2
2021,7,Private Housing,313.6
2021,8,Private Housing,318
2021,9,Private Housing,288
2021,10,Private Housing,280.6
2021,11,Private Housing,293.4
2021,12,Private Housing,288
2021,1,Private Apartments and Condominiums,172
2021,2,Private Apartments and Condominiums,161.1
2021,3,Private Apartments and Condominiums,163.3
2021,4,Private Apartments and Condominiums,187.3
2021,5,Private Apartments and Condominiums,202.3
2021,6,Private Apartments and Condominiums,221.4
2021,7,Private Apartments and Condominiums,215.6
2021,8,Private Apartments and Condominiums,216.5
2021,9,Private Apartments and Condominiums,194.7
2021,10,Private Apartments and Condominiums,188.8
2021,11,Private Apartments and Condominiums,199.1
2021,12,Private Apartments and Condominiums,196.5
2021,1,Landed Properties,83.7
2021,2,Landed Properties,82.4
2021,3,Landed Properties,84.5
2021,4,Landed Properties,92
2021,5,Landed Properties,96.3
2021,6,Landed Properties,104.8
2021,7,Landed Properties,98
2021,8,Landed Properties,101.5
2021,9,Landed Properties,93.4
2021,10,Landed Properties,91.7
2021,11,Landed Properties,94.2
2021,12,Landed Properties,91.5
2021,1,Others,1.6
2021,2,Others,1.7
2021,3,Others,1.8
2021,4,Others,1.9
2021,5,Others,1.9
2021,6,Others,2
2021,7,Others,1.8
2021,8,Others,1.9
2021,9,Others,1.7
2021,10,Others,1.7
2021,11,Others,1.8
2021,12,Others,1.7
2021,Annual,Overall,8277.6
2021,Annual,Public Housing,4823.7
2021,Annual,1-room / 2-room,186.6
2021,Annual,3-room,831.8
2021,Annual,4-room,2016.6
2021,Annual,5-room and Executive,1788.4
2021,Annual,Private Housing,3432.6
2021,Annual,Private Apartments and Condominiums,2318.6
2021,Annual,Landed Properties,1114
2021,Annual,Others,21.5
2022,1,Overall,651.5
2022,2,Overall,655
2022,3,Overall,621.4
2022,4,Overall,668.3
2022,5,Overall,705.6
2022,6,Overall,721.7
2022,1,Public Housing,384.7
2022,2,Public Housing,384.3
2022,3,Public Housing,361.9
2022,4,Public Housing,390.3
2022,5,Public Housing,407.5
2022,6,Public Housing,421.3
2022,1,1-room / 2-room,15.4
2022,2,1-room / 2-room,15.2
2022,3,1-room / 2-room,14.3
2022,4,1-room / 2-room,15.6
2022,5,1-room / 2-room,16.3
2022,6,1-room / 2-room,17.1
2022,1,3-room,66
2022,2,3-room,65.8
2022,3,3-room,62.2
2022,4,3-room,67.4
2022,5,3-room,69.8
2022,6,3-room,72.2
2022,1,4-room,161.6
2022,2,4-room,160.7
2022,3,4-room,151.7
2022,4,4-room,163.5
2022,5,4-room,170.8
2022,6,4-room,176.1
2022,1,5-room and Executive,141.8
2022,2,5-room and Executive,142.6
2022,3,5-room and Executive,133.7
2022,4,5-room and Executive,143.8
2022,5,5-room and Executive,150.6
2022,6,5-room and Executive,155.9
2022,1,Private Housing,265.1
2022,2,Private Housing,268.9
2022,3,Private Housing,257.9
2022,4,Private Housing,276.3
2022,5,Private Housing,296.2
2022,6,Private Housing,298.5
2022,1,Private Apartments and Condominiums,177.8
2022,2,Private Apartments and Condominiums,179.7
2022,3,Private Apartments and Condominiums,173.3
2022,4,Private Apartments and Condominiums,187.8
2022,5,Private Apartments and Condominiums,201.4
2022,6,Private Apartments and Condominiums,203.5
2022,1,Landed Properties,87.3
2022,2,Landed Properties,89.2
2022,3,Landed Properties,84.6
2022,4,Landed Properties,88.5
2022,5,Landed Properties,94.8
2022,6,Landed Properties,94.9
2022,1,Others,1.7
2022,2,Others,1.7
2022,3,Others,1.7
2022,4,Others,1.7
2022,5,Others,1.9
2022,6,Others,1.9
2022,Annual,Overall,4023.5
2022,Annual,Public Housing,2350
2022,Annual,1-room / 2-room,93.9
2022,Annual,3-room,403.4
2022,Annual,4-room,984.4
2022,Annual,5-room and Executive,868.4
2022,Annual,Private Housing,1662.9
2022,Annual,Private Apartments and Condominiums,1123.5
2022,Annual,Landed Properties,539.3
2022,Annual,Others,10.6
,,,
Data for 2022 is as at Jun 2022.,,,
